canonical_name,ingredient_id,aliases
more cilantro,ING1767,
more desiccated coconut,ING2094,
more desiccated coconut powder,ING1851,
more oil,ING0799,
moth beans,ING0677,
motichoor ladoo,ING0889,
mozzarella cheese,ING0179,
mozzarella or cheddar cheese,ING0739,
mukhwas,ING0966,
murmura,ING0972,
mushroom,ING0688,
mushrooms,ING0335,
mustard greens,ING0918,
mustard oil,ING0119,
mustard oil ),ING2878,
mustard powder,ING1180,
mustard sauce,ING1120,
mustard seeds,ING0017,mustard
mustard seeds powder,ING2884,
mustard seeds!for avalakki or bajil upkari,ING1339,
naan ),ING2109,
navel oranges,ING2872,
nigella seeds,ING1971,
no-boil lasagna noodles,ING2326,
no. idli,ING2726,
non alcoholic apple cider,ING2398,
non-dairy milk,ING2257,
noodles,ING0434,
noodles ),ING2073,
nori sheets,ING2508,
nutella,ING2525,
nutmeg,ING0721,
nutmeg powder,ING0353,
nutmeg powder and more to sprinkle,ING2286,
nutritional yeast,ING1820,
nuts,ING0126,
"nuts like almonds, cashews",ING2356,
"nuts, edible silver leaves",ING2348,
nylon sabudana ),ING2946,
nylon sev,ING0861,
oat milk,ING0616,
oats,ING0440,
of 13.5 oz can coconut milk,ING2197,
of 14 oz can coconut milk,ING2395,
of a bell pepper,ING2445,
of a big lemon,ING2058,
of a green pepper,ING2358,
of channa dal or kadle bele,ING1127,
of coconut,ING1313,
of curd,ING1174,
of dried coconut,ING1287,
of dry coconut,ING1129,
of fresh or desiccated coconut,ING1306,
of ghee,ING1401,
of green chili ),ING2954,
of green pepper,ING2107,
of mustard seeds,ING1312,
of nutmeg,ING2861,
of orange food colour,ING1377,
of red onion,ING2914,
of rice flour,ING1128,
of urad dal,ING0749,
of urad dal or uddina bele,ING1126,
of white onion,ING2963,
oil,ING0002,olive oil
oil ),ING0492,
oil [i used avocado oil],ING1636,
oil [i used canola oil],ING2238,
oil as required,ING1277,
oil for greasing,ING1455,
oil for greasing tawa,ING1266,
oil for roasting chilla,ING1428,
oil or butter,ING2579,
oil or ghee,ING0244,
oil to deep fry,ING1147,
oil to fry,ING1130,
oil to grease idli plate,ING1234,
oil to grease mould and deep fry,ING0710,
oil`,ING2071,
okra,ING0211,
old fashioned oats,ING1659,
old fashioned rolled oats,ING0892,
olive oil or ghee,ING1925,
olives,ING0331,
olives [i used california black ripe olives],ING1662,
oma,ING1276,
onion,ING0007,
onion ),ING1173,
onion seeds [kalonji],ING1736,
onion tomato masala,ING0486,
onion tomato masala ),ING2850,
onions,ING0191,
or 1,ING2758,
or 1 1,ING2732,
or 10 oz paneer,ING2640,
or 2 dried red chilli,ING1346,
or 3 no. green cardamoms,ING2637,
or 300 grams or 12 oz raw mango,ING2883,
or 500 grams sweet potatoes,ING2955,
or 7 oz paneer,ING1025,
or 8 oz cream cheese,ING2795,
or about 300 grams raw mango,ING2657,
or ½ pound spaghetti,ING2819,
or ½ tsp garam masala powder,ING1345,
orange,ING0765,
orange extract,ING0944,
orange food color,ING0354,
orange food colour,ING1444,
orange juice,ING2203,
orange mandarin,ING1467,
orange pepper,ING2585,
orange zest,ING2205,
oregano,ING0547,
oreo biscuit,ING1214,
oreo biscuits,ING1212,
ounces all purpose flour,ING1599,
ounces baby spinach,ING2325,
oz arugula,ING2146,
oz block feta cheese,ING2592,
oz can black beans,ING0611,
oz can chickpeas,ING0361,
oz can coconut milk,ING0412,
oz can condensed milk,ING0359,
oz can diced tomato,ING1973,
oz can diced tomatoes,ING0317,
oz can fire roasted tomatoes,ING1920,
oz can lite coconut milk,ING1879,
oz can of hunt's fire roasted diced tomatoes,ING1841,
oz can refried beans,ING1935,
oz can sweetened condensed milk,ING1984,
oz can young jackfruit,ING2517,
oz cauliflower rice,ING1959,
oz cheddar cheese,ING2899,
oz chocolate,ING0940,
oz chocolate chips,ING2679,
oz condensed milk,ING2053,
oz cranberries,ING2202,
oz cream cheese,ING0109,
oz dark chocolate,ING2612,
oz dark chocolate melting wafers,ING2475,
oz dry pasta ),ING2896,
oz elbow macaroni,ING2212,
oz extra firm tofu,ING1577,
oz extra-firm tofu,ING0234,
oz feta cheese,ING2187,
oz frozen chikoo slices,ING1585,
oz goat cheese,ING2211,
oz grams paneer,ING2958,
oz heavy cream,ING0941,
oz hummus,ING2606,
oz jar biscoff cookie butter,ING2244,
oz mascarpone cheese,ING2461,
oz mushrooms,ING1889,
oz noodles,ING2338,
oz pack of almond breeze almond milk original,ING1664,
oz paneer,ING0418,
oz pasta,ING2593,
oz penne pasta,ING1972,
oz ricotta cheese,ING2385,
oz rigatoni pasta,ING2505,
oz salsa,ING2384,
oz semi-sweet chocolate chips,ING0797,
oz shiitake mushrooms,ING2595,
oz spaghetti,ING0413,
oz spinach,ING0471,
oz stir-fry rice noodles,ING2032,
oz tofu,ING0614,
"oz tofu, cubed",ING2394,
oz uncle ben&#039;s roasted garlic rice,ING1576,
oz white chocolate,ING2010,
oz white mushrooms,ING0490,
oz whole wheat penne pasta,ING2558,
oz wide rice noodles ),ING1924,
paan leaf,ING1084,
paan leaves,ING0283,
paan leaves [betel leaves],ING1757,
pack maggi,ING1527,
pack maggi masala,ING1113,
pack maggi noodles or any noodles,ING1112,
pack maggi tastemaker,ING1526,
pack noodles,ING1376,
pack rice vermicelli,ING1461,
pack vermicelli noodles,ING1436,
packed methi leaves,ING1855,
packet active dry yeast ),ING2865,
packet maggi masala,ING1220,
packet maggi noodles,ING1221,
palak,ING0462,
palak leaves,ING1249,
panang curry paste,ING1948,
panch phoran mix,ING1839,
panch phoron,ING0645,
panchporan,ING1793,
paneer,ING0057,
paneer cubes,ING0351,
paneer momos,ING2067,
pani puri masala powder,ING2734,
panko bread crumbs,ING0535,
panko bread crumbs or any of your choice,ING1247,
panner,ING1545,
papad,ING1442,
papadum,ING1990,
paper avalakki,ING1265,
paprika,ING0187,
paprika powder,ING0249,
parle-g,ING1415,
parle-g bicsuits,ING2148,
parle-g biscuits,ING0917,
parmesan cheese,ING0816,
parsley,ING0506,
parsley or cilantro,ING0803,
parsnips,ING2598,
pav,ING0521,
pav bhaji masala,ING0195,
pav bhaji masala powder,ING1108,
peaches,ING1658,
peanut butter,ING0398,
peanut oil,ING0660,
peanut oil for serving,ING1546,
peanut powder,ING0698,
peanuts,ING0047,
peanuts ),ING2849,
pear,ING0570,
pearl onions,ING2427,
peas,ING0083,
pecans,ING0597,
pepper,ING0025,black pepper|black pepper powder
pepper powder,ING1259,
peppercorns,ING0476,
pepperidge farm® puff pastry sheet,ING1891,
peppers,ING0897,
peri peri sauce,ING0701,
pesto,ING2166,
petals onion,ING1388,
phool makhana,ING2743,
phyllo dough sheets,ING2365,
phyllo shells,ING2528,
phyllo shells ),ING2382,
pickle masala,ING0587,
pickle masala for serving,ING1547,
pickled jalapeños,ING1205,
piece cinnamon stick,ING2824,
piece dry pomegranate peels,ING1272,
piece ginger,ING2645,
piece green chili ),ING2670,
piece jaggery,ING0431,
piece of charcoal,ING1917,
piece of tamarind,ING1229,
piece tamarind,ING0260,
pieces mango,ING1197,
pieces of chocolate,ING0793,
pinch,ING2539,
pinch aamchur,ING0572,
pinch ajwain,ING0908,
pinch baking powder,ING1960,
pinch baking soda,ING0230,
pinch black pepper,ING2343,
pinch black salt,ING1806,
pinch cardamom powder,ING0182,
pinch chaat masala,ING0397,
pinch cinnamon powder,ING0859,
pinch citric aid,ING2576,
pinch coriander powder,ING1870,
pinch cumin powder,ING0563,
pinch garam masala,ING0894,
pinch garam masala powder,ING1666,
pinch green cardamom powder,ING2007,
pinch hing ),ING1805,
pinch kashmiri red chili powder,ING2140,
pinch kashmiri red chilli powder,ING0782,
pinch of ajwain,ING1607,
pinch of asafoetida,ING0341,
pinch of baking soda,ING0334,
pinch of cayenne pepper,ING1582,
pinch of chaat masala,ING0381,
pinch of chilli flakes,ING1162,
pinch of cumin powder,ING0723,
pinch of kashmiri chili powder,ING1209,
pinch of kashmiri red chilli powder,ING0681,
pinch of nutmeg powder,ING1613,
pinch of orange food colour,ING1373,
pinch of oregano,ING1163,
pinch of pepper,ING1652,
pinch of red chili powder,ING1692,
pinch of saffron,ING1825,
pinch of saffron strands,ING1641,
pinch of soda,ING1065,
pinch of sugar,ING1779,
pinch of white pepper powder,ING1575,
pinch orange food colour,ING1058,
pinch red chili powder,ING2108,
pinch red food colour,ING1188,
pinch saffron,ING2333,
pinch saffron food colour,ING0757,
pinch saffron strands,ING0320,
pinch sugar,ING2329,
pinch turmeric,ING0564,
pinch white pepper powder,ING2220,
pine nuts,ING1886,
pineapple,ING0485,
pineapple chunks,ING2444,
pineapple essence,ING2261,
pineapple juice,ING0936,
pineapple puree,ING2751,
pineapple slices,ING2236,
pink food color,ING0605,
pints cherry or grape tomatoes,ING2590,
pistachio,ING2012,
pistachio paste,ING2473,
pistachios,ING0067,
pistachios kernels,ING2104,
"pistachios, dried rose petals , edible gold leaves",ING2378,
"pistachios, saffron strands",ING2149,
pitted dates,ING2536,
pizza base,ING1709,
pizza sauce,ING0240,
plain flour,ING1298,
plain whole yogurt,ING1930,
"plain yogurt , chilled)",ING2932,
"plain yogurt , sour)",ING1021,
"plain yogurt make sure it is thick, not watery)",ING2689,
plain yogurt whisked till smooth),ING0668,
plain yogurt whisked),ING2750,
poblano pepper,ING1565,
poblano peppers,ING2206,
pod black cardamom,ING0690,
pods cardamom,ING0098,
poha,ING0271,
"poha , soaked for 5-10 minutes)",ING1897,
pomegranate,ING1384,
pomegranate arils,ING0251,
pomegranate powder,ING1472,
pomegranate seed powder,ING1977,
pomegranate seeds,ING0342,
poppy seeds,ING0154,
poppy seeds [khus khus],ING1739,
potato,ING0040,potatoes
potato ),ING2106,
potato gnocchi,ING2042,
potato or 2,ING1606,
potatoes [around 420 grams],ING1625,
pound whole milk greek yogurt,ING2499,
powdered jaggery,ING0420,
powdered sugar ),ING0421,
powdered sugar`,ING2311,
preferably coconut oil,ING1251,
pudina,ING0529,
puff pastry sheet,ING2105,
puff pastry sheet ),ING2110,
puff pastry sheet [9x9],ING1661,
puffed rice,ING0560,
puliyogare masala,ING1364,
pumpkin,ING1149,
pure vanilla extract,ING0162,
puri,ING1055,
puris,ING1208,
putani,ING0526,
putani powder,ING0695,
quinoa,ING0282,
quinoa ),ING2001,
quinoa`,ING1910,
radish,ING0549,
ragda,ING1542,
ragi flour,ING0625,
raisins,ING0073,
rajgira ka atta,ING0676,
rajma,ING0328,
rasam powder,ING0691,
rasins,ING1091,
rasmalai essence,ING2018,
raspberries,ING1807,
raspberry,ING1382,
rava,ING0061,
rava or sooji [fine semolina],ING1668,
raw,ING2707,
raw banana,ING0731,
raw cashews,ING0489,
raw chickpeas,ING0590,
raw green mangoes,ING1595,
raw mango,ING0387,
raw mangoes,ING1792,
raw papaya,ING1378,
raw peanuts,ING0608,
raw plantain,ING1492,
raw rice,ING0542,
red bell pepper,ING0281,
red bell pepper or ¼ of a big pepper,ING1716,
red capsicum,ING0444,
red cherries,ING2489,
red chili flakes,ING0198,
red chili powder,ING0011,kashmiri red chili powder|kashmiri red chilli powder
red chili powder ),ING0928,
red chili powder [adjust ],ING1690,
red chili pwoder,ING1569,
red chili sauce,ING2413,
red chilli,ING0261,
red chilli flakes,ING0699,
red chilli powder,ING1275,
red chillies,ING1341,
red curry paste,ING0607,
red enchilada sauce ),ING1904,
red food colour,ING0694,
red lentil,ING2552,
red lentils,ING0834,
red onion,ING0014,
red onions,ING1631,
red pepper,ING0077,
red peppers,ING1899,
red wine vinegar,ING0604,
red-hot charcoal,ING0760,
rice,ING0263,
rice flour,ING0055,
rice flour or cornstarch,ING1832,
rice noodles,ING1190,
rice stick noodles,ING1985,
rice vinegar,ING0106,
rice vinegar or use regular white vinegar,ING1562,
rice wine,ING0953,
ripe mangoes,ING2454,
ripe peaches,ING1815,
ripened banana,ING0693,
ripped red tomatoes,ING1217,
ripped tomatoes,ING1153,
rise krispies,ING1707,
roasted cashews,ING2136,
roasted chana dal,ING0450,
roasted cumin powder,ING0150,
roasted nuts,ING1620,
roasted peanuts,ING0374,
roasted split gram,ING1387,
roasted vermicelli,ING0957,
"rock flower , optional)",ING2649,
rock salt,ING0137,
rolled oats,ING0210,
roma tomatoes,ING1650,
roof afza syrup or rose syrup,ING2683,
rooh afza syrup,ING2621,
rose petals,ING2442,
rose syrup,ING0228,
rose water [optional],ING1685,
rotis,ING0845,
rum extract,ING2377,
rusks,ING2463,
russet potato or 2 potatoes,ING1572,
russet potatoes,ING2506,
saasuve,ING1344,
sabudana,ING0167,
saffron,ING0178,
saffron food colour,ING0569,
saffron milk,ING0265,
saffron strands,ING0141,
saffron strands hot water),ING1885,
saffron threads,ING1121,
sal,ING1231,
salsa,ING2402,
salt,ING0001,
salt ),ING0500,
salt a pinch,ING1262,
salt as per the taste,ING1239,
salt as required,ING0393,
salt for taste,ING1256,
salt or,ING1674,
salt or sand,ING1432,
salted butter,ING0172,
"salted butter , at room temperature )",ING2281,
salted butter [1 stick],ING2294,
salted peanuts,ING2471,
sama ke chawal,ING2843,
sambal oelek,ING0914,
sambar powder,ING0336,
samosa,ING1543,
sandige menasu,ING1152,
sandwich masala,ING1712,
sattu,ING0571,
saunf,ING0383,
scallion,ING2482,
scallion or spring onion [only the white part],ING1696,
schezwan chutney,ING0347,
schezwan sauce,ING0222,
scoop mango ice cream,ING1187,
scoop vanilla ice cream,ING0726,
scoop vanilla ice-cream,ING1383,
scoops vanilla ice cream,ING0758,
sea salt,ING2069,
seedless tamarind ),ING1998,
seeds methi,ING1182,
semolina,ING0555,
semolina [sooji],ING1856,
sendha namak,ING0615,
sesame,ING0332,
sesame oil,ING0134,
sesame seeds,ING0064,
sesame seeds [till],ING1738,
sev,ING0157,
shah jeera,ING1434,
shahi jeera,ING0304,
"shallot, halves",ING1551,
shallots,ING0470,
shaved white chocolate,ING2011,
sheet puff pastry,ING2335,
sheets spring roll wrappers,ING2968,
short grain rice,ING1001,
shredded carrot,ING2316,
shredded cauliflower [from 1,ING1637,
shredded cheese,ING0862,
shredded coconut,ING1726,
shredded mozzarella cheese or,ING1711,
shredded parmesan cheese,ING1894,
sichuan peppercorns,ING2594,
silver vark,ING1408,
silvered almonds,ING2248,
singhare ka atta,ING0673,
size cucumber,ING1309,
size onion,ING0748,
size raw banana,ING1172,
size tomato,ING0747,
sized capsicum ),ING1171,
sized carrot,ING1204,
sized cucumber,ING1222,
sized kumbalakai,ING1330,
sized onion,ING0242,
sized potato,ING0445,
sized potatoes,ING1167,
sized purple brinjal,ING1164,
sized tomatoes,ING1169,
skewers,ING2961,
slice bread,ING0140,
slice cucumber,ING1465,
slice jalapeno,ING1454,
slice lemon,ING0453,
slice mozzarella cheese,ING1555,
slice of bread ),ING1257,
slice potato,ING1464,
slice tomato,ING0436,
sliced almonds,ING0313,
sliced banana,ING2449,
sliced capsicum,ING1535,
sliced nuts,ING0811,
sliced olives,ING1536,
sliced white mushroom,ING2393,
slices bread,ING0148,
slices bread ),ING2713,
slices cheese,ING2827,
slices galangal,ING1844,
slices processed cheese,ING1064,
slices tomatoes,ING1118,
slivered almonds,ING2924,
slivered pistachios and edible silver leaves,ING2577,
smoked paprika,ING0072,
snake gourd,ING1228,
soda water ),ING2230,
some almonds,ING2297,
sona masoori rice,ING2321,
sona masuri rice,ING1263,
sooji,ING0118,
sooji ),ING1013,
sooji or semolina,ING2291,
sour cream,ING0406,
sourdough bread slices,ING2546,
sourdough bread slices ),ING2352,
soy sauce,ING0048,
soya bean,ING1134,
soya chaap sticks,ING1136,
soya chunks,ING0437,
spinach,ING0200,
spinach [75 grams],ING1560,
spinach blend,ING1602,
spinach leaves,ING1762,
splash vanilla extract,ING0646,
split fenugreek seeds,ING2880,
split mustard seeds,ING2879,
split red lentils,ING2196,
split urad dal,ING1295,
sprig green onion,ING1580,
sprigs cilantro or coriander leaves,ING0428,
spring onion,ING0092,
spring onion greens,ING2485,
spring onions,ING0296,
spring roll sheets,ING1437,
springs coriander leaves,ING1327,
sprinkle chaat masala,ING1424,
sprinkle cumin powder,ING1423,
sprinkle kashmiri red chilli powder,ING1422,
sprinkle salt,ING1425,
sprinkles,ING2633,
sprouted moong,ING2619,
squeeze of fresh lemon juice,ING1840,
squeeze of lemon juice,ING1958,
sriracha,ING0185,
sriracha mayonnaise,ING2044,
sriracha or any hot sauce,ING1913,
stalk celery,ING0893,
stalks celery,ING1912,
stalks green onion,ING0250,
stalks green onions,ING0619,
stalks lemongrass,ING0852,
stalks lemongrass ),ING2340,
stalks of green onion,ING2493,
stalks of spring onion,ING0796,
stalks spring onion,ING1325,
star anise,ING0153,
stem coriander leaves,ING1289,
stem spring onions,ING1189,
stick,ING1597,
stick butter,ING2272,
"stick salted butter , at room temperature)",ING2334,
sticks drumsticks,ING2902,
sticks unsalted butter,ING2283,
strads coriander leaves,ING1316,
strained dal water after boiling chana dal for puran poli,ING2811,
strand mace,ING2650,
strands mace,ING1027,
strands of saffron,ING0705,
strands saffron,ING0259,
strands saffron ),ING2664,
strawberries,ING0730,
"strawberries, maple syrup, butter",ING2510,
strawberry,ING0433,
strawberry extract,ING1804,
strong coffee,ING2376,
sugar,ING0005,granulated white sugar|powdered sugar
sugar ),ING1031,
sugar [i used vegan granulated white sugar],ING1703,
sugar [optional],ING1721,
sugar crystals,ING0794,
sugar for a sweeter halwa),ING1940,
sugar or,ING1693,
sugar or as required,ING1335,
sugar powder,ING1235,
sugar powder for toppings,ING1303,
"sugar, jaggery",ING2050,
sugarpinch hing,ING1552,
suji,ING0574,
sumac,ING2608,
sun dried kokum,ING1274,
superfine caster sugar,ING2252,
suran,ING0728,
sushi rice,ING2479,
sweet chili sauce,ING1849,
sweet corn,ING0170,
sweet corn [i used frozen],ING1729,
sweet corn kernels,ING0385,
sweet onion,ING0867,
sweet potato,ING1296,
sweet potatoes,ING0352,
sweet syrup from the gulab jamun,ING2097,
sweet tamarind chutney,ING0243,
sweet tamarind chutney [i used store bought],ING1722,
sweetened condensed milk,ING0459,
sweetener of choice,ING2004,
tabelspoon cilantro or coriander leaves,ING2823,
tabelspoons peanut butter,ING1794,
tablepoons tomato paste,ING2056,
tablsepoon milk,ING2111,
tahini,ING0650,
tamari,ING0491,
tamarind,ING0221,
tamarind ),ING2970,
tamarind chutney,ING0180,
tamarind concentrate,ING0498,
tamarind dates chutney,ING1937,
tamarind extract,ING0122,
tamarind juice,ING0460,
tamarind paste,ING0280,
tamarind paste ),ING2845,
tamarind piece,ING2554,
tamarind pulp,ING0455,
tamarind sweet chutney,ING2009,
tandoori masala,ING0869,
tea bags,ING0573,
tea powder,ING1290,
teapoon hot sauce,ING2219,
teaspooon garam masala,ING2354,
"teasppon salt , )",ING2130,
tender coconut meat,ING1821,
th of a 14 oz. can condensed milk,ING2162,
th tsp baking powder,ING1157,
th tsp baking soda,ING1158,
th tsp cardamom powder,ING1407,
thai basil,ING0364,
thai chili,ING1986,
thai chilies,ING1847,
thai green chili,ING0860,
thandai,ING2218,
thandai paste,ING2268,
thandai powder,ING0253,
the pan,ING2812,
the spice hunter coriander powder,ING2079,
the spice hunter cumin powder,ING2080,
the spice hunter smoked paprika,ING2081,
the spice hunter turmeric,ING2082,
thick avalakki,ING0732,
thick coconut milk,ING1791,
thick curd,ING0390,
thick fresh curd,ING0734,
thick poha,ING0537,
thick yogurt,ING2190,
thick yogurt or hung curd,ING1710,
thickened cream,ING0262,
thickened milk from the rasmalai,ING2017,
thin nylon sev,ING0973,
thin poha,ING0778,
thin rice flakes,ING0753,
thin sev,ING2115,
thinly sliced onion,ING1966,
thread saffron,ING1550,
threads saffron,ING1102,
tikka masala spice mix,ING2913,
tin,ING0729,
tindora,ING1194,
to 1,ING0629,
to 12 byadagi or bedgi red chilies,ING1283,
to 3 potatoes,ING2514,
to othpick to secure mushrooms,ING1248,
to rtillas,ING1763,
toasted and crushed almonds,ING2177,
toasted coconut chips,ING1615,
toasted sesame oil,ING0201,
tofu,ING1861,
tomato,ING0069,tomatoes
tomato ketchup,ING0144,
tomato paste,ING0115,
tomato pulp,ING0382,
tomato puree,ING0196,
tomato pureed,ING2894,
tomato sauce,ING0114,
tomato sauce or add as required,ING1254,
tomatoes ),ING0665,
"tomatoes , roma or plum tomatoes)",ING2907,
"tomatoes , washed and cut into chunks)",ING2969,
tomatoes [500 grams],ING1556,
tomatoes [around 550 grams],ING1644,
tondli,ING2648,
toor,ING1836,
toor daal,ING1294,
toor dal,ING0088,
tortilla chips,ING1906,
tspschezwan sauce,ING1062,
turbinado,ING2574,
turbinado sugar,ING2317,
turmeric,ING0009,turmeric powder
tutti frutti,ING0209,
tutti-frutti,ING1390,
udupi saaru pudi,ING1525,
unroasted rava,ING1338,
"unsalted butter , at room temperature )",ING2279,
"unsalted butter , at room temperature)",ING0937,
"unsalted butter , melted)",ING2023,
unsalted vegan butter ),ING2277,
unsweetened applesauce,ING0952,
unsweetened cocoa powder,ING0229,
urad dal,ING0024,
urad dal ),ING0877,
urad dal chilka,ING1688,
urad dal dhuli,ING0497,
urad dal dhuli ),ING1831,
urad dal dhuli [split black gram without skin],ING0818,
urad dal gota,ING0891,
urad dal gota ),ING2322,
urad dal sabut,ING0589,
valor,ING2775,
vanilla,ING0322,
vanilla custard powder [i use the one we get at indian stores,ING2452,
vanilla extract,ING0031,
vanilla extract [optional],ING1679,
vanilla ice cream,ING0815,
vanilla paste,ING2632,
vatana,ING2733,
vegan butter,ING0910,
vegan yogurt,ING1848,
vegetable broth,ING0315,
vegetable oil,ING0085,
vegetarian oyster sauce,ING0613,
vermicelli,ING0682,
very apple [from 1 apple],ING2309,
very mangoes or 3 mangoes,ING1608,
vinegar,ING0084,
waffle cones,ING1223,
walnuts,ING0168,
warm milk,ING0534,
water,ING0133,
water ),ING0362,
"water , to soak onion rings)",ING2953,
water as needed),ING2746,
water as required for kneading,ING0740,
water as required to blend smooth,ING1232,
water as required to knead dough,ING1218,
water for kneading,ING1470,
water for soaking,ING0297,
water or as required,ING0684,
water or as required to knead the dough,ING1635,
water or broth,ING2320,
water or vegetable broth,ING0802,
water or vegetable broth ),ING1950,
water to boil,ING1135,
water to grind,ING1371,
water to knead dough,ING0706,
water to maintain the consistency,ING1240,
water to prepare batter,ING1297,
water to seal,ING1459,
water to soak tamarind),ING2736,
watermelon,ING1752,
watermelon seeds,ING0945,
wheat flour,ING0080,
wheat flour for dusting,ING0741,
whey,ING0514,
whipped cream,ING0457,
whipped topping,ING2583,
whisked curd,ING1238,
whisked plain yogurt,ING0853,
whisked yogurt,ING2139,
white basmati rice,ING1908,
white beans,ING1842,
white chickpeas,ING2060,
white chocolate,ING2423,
white chocolate chips,ING2923,
white chocolate for decoration,ING1417,
white chocolate melting wafers,ING0919,
white distilled vinegar,ING0427,
white granulated sugar,ING0203,
white onion,ING0174,
white onion ),ING2941,
white peas,ING1075,
white pepper,ING2043,
white pepper powder,ING0216,
white potatoes [260 grams],ING1765,
white radish,ING2173,
white rice,ING1903,
white sesame seeds,ING0360,
white sugar,ING0520,
white vinegar,ING0103,
white whole wheat flour,ING2315,
whole almonds,ING0824,
whole bay leaf,ING1929,
whole black cardamom,ING1999,
whole black pepper,ING1092,
whole black peppercorns,ING0855,
whole cashew,ING0438,
whole cashew nuts,ING1941,
whole cashews,ING0208,
whole coriander seeds,ING1877,
whole dried kashmiri red chilli,ING0718,
whole dried red chili,ING0482,
whole dried red chilies,ING0235,
whole dry red chili,ING1704,
whole dry red chilies,ING1743,
whole green cardamom,ING0366,
whole green cardamom pods,ING2349,
whole green cardamoms,ING0618,
whole green chilies,ING2194,
whole green chilli,ING1066,
whole green moong dal,ING0979,
whole green mung beans,ING2000,
whole kashmiri red chilli,ING0722,
whole lemon juice,ING1086,
whole masoor dal,ING1907,
whole milk,ING0158,
whole milk yogurt,ING0627,
whole peppercorns,ING1979,
whole raw cashews,ING1884,
whole red chilies,ING1718,
whole urad dal,ING2893,
whole wheat flour,ING0071,
whole wheat flour [atta],ING2298,
x 1 inch ginger,ING2533,
x 13.5 oz can coconut milk,ING2341,
x 15.5 oz can of chickpeas,ING1766,
x puff pastry sheets,ING1992,
x15 oz can black beans,ING2401,
yeast,ING1532,
yellow corn,ING0927,
yellow food color,ING0832,
yellow moong dal,ING0255,
yellow moong dal dhuli,ING1909,
yellow onion,ING0128,
yellow onions,ING2560,
yellow or red onion,ING1774,
yoghurt,ING1273,
yogurt,ING0039,curd|plain yogurt
yogurt ),ING0898,
za&#39;atar,ING2565,
zest of 1 lemon,ING2254,
zucchini,ING0588,
zucchini or 1,ING1892,
zucchinis,ING1772,
इंच अदरक,ING1349,
इंच दालचीनी,ING0469,
कप आलू,ING1353,
कप इडली चावल,ING1477,
कप उड़द दाल,ING1478,
कप काजू पेस्ट,ING1360,
कप कॉर्न फ्लोर,ING1354,
कप खजूर,ING1398,
कप गाजर,ING1504,
कप घी,ING1039,
कप चीनी,ING0330,
कप चुकंदर,ING1481,
कप छाछ,ING1511,
कप टमाटर का पल्प,ING1359,
कप टमाटर सॉस,ING1519,
कप डेसिकेटेड नारियल,ING1514,
कप तूर दाल,ING1496,
कप तेल,ING1048,
कप दही,ING1047,
कप दूध,ING0378,
कप नारियल,ING1506,
कप नारियल का दूध,ING1510,
कप पनीर,ING1352,
कप पाउडर चीनी,ING1513,
कप पानी,ING0129,
कप पोहा,ING1479,
कप बासमती चावल,ING0579,
कप बीन्स,ING1505,
कप बेसन,ING0557,
कप मक्खन,ING1509,
कप मैदा,ING0432,
कप वर्मिसेली,ING1044,
कप व्हिपिंग क्रीम,ING1512,
कप शक्कर,ING1041,
कप शहद,ING1051,
कप स्ट्रॉबेरी जैम,ING1052,
काजू,ING0523,
कुछ करी पत्ते,ING0583,
कुछ चेरी,ING1515,
गाजर,ING0585,
गुच्छा पालक,ING1351,
ग्राम फाइन सेवई,ING1393,
ग्राम मशरूम,ING1522,
चाँदी का वर्क,ING1043,
टमाटर,ING0578,
टी स्पून अदरक पेस्ट,ING0787,
टी स्पून अदरक लहसुन का पेस्ट,ING1357,
टी स्पून अदरक लहसुन पेस्ट,ING0786,
टी स्पून इलाइची पाउडर,ING0678,
टी स्पून इलायची पाउडर,ING0769,
टी स्पून ईनो फ्रूट साल्ट,ING1488,
टी स्पून उड़द दाल,ING1502,
टी स्पून कश्मीरी लाल मिर्च पाउडर,ING0465,
टी स्पून कसूरी मेथी,ING0756,
टी स्पून काली मिर्च,ING0584,
टी स्पून केवरा पानी,ING1399,
टी स्पून केसर खाद्य रंग,ING1475,
टी स्पून कॉर्न फ्लोर,ING1521,
टी स्पून गरम मसाला,ING0464,
टी स्पून गुड़,ING1499,
टी स्पून घी,ING1501,
टी स्पून चना दाल,ING1503,
टी स्पून चीनी,ING0580,
टी स्पून जीरा,ING0394,
टी स्पून जीरा पाउडर,ING1498,
टी स्पून तिल,ING1489,
टी स्पून तेल,ING0214,
टी स्पून दही,ING1392,
टी स्पून दालचीनी पाउडर,ING1476,
टी स्पून धनिया पाउडर,ING0558,
टी स्पून नमक,ING0151,
टी स्पून नींबू का रस,ING0379,
टी स्पून बेकिंग पाउडर,ING0680,
टी स्पून बेकिंग सोडा,ING0524,
टी स्पून बेसन,ING1493,
टी स्पून मेथी,ING0784,
टी स्पून वनीला अर्क,ING1049,
टी स्पून वेनिला अर्क,ING0575,
टी स्पून शेज़वान सॉस,ING1520,
टी स्पून सरसों,ING0582,
टी स्पून सौंफ,ING1356,
टी स्पून हल्दी,ING0303,
टेबल स्पून काजू,ING1395,
टेबल स्पून किशमिश,ING0679,
टेबल स्पून कॉर्न फ्लोर,ING1517,
टेबल स्पून घी,ING0380,
टेबल स्पून चावल का आटा,ING1508,
टेबल स्पून चिरौंजी,ING1396,
टेबल स्पून चीनी,ING1050,
टेबल स्पून चुकंदर,ING1482,
