ingredient_id,canonical_name,aliases
ING1307,lemon sized tamarind,
ING1308,byadgi,
ING1309,size cucumber,
ING1311,grape sized tamarind,
ING1312,of mustard seeds,
ING1313,of coconut,
ING1314,coconut oil or cooking oil,
ING1316,strads coriander leaves,
ING1318,idli rava - cream of rice,
ING1319,coconut oil to grease,
ING1321,fresh grated coconut,
ING1325,stalks spring onion,
ING1327,springs coriander leaves,
ING1328,basale soppu,
ING1329,dried kasmiri red chilli,
ING1330,sized kumbalakai,
ING1331,grated,
ING1333,dried red chillies,
ING1334,fistful of groundnuts,
ING1335,sugar or as required,
ING1336,jackfruit leaves for making idli kotte,
ING1337,coconut leaf stick,
ING1338,unroasted rava,
ING1339,mustard seeds!for avalakki or bajil upkari,
ING1340,strand curry leaves,
ING1341,red chillies,
ING1342,hesaru bele or moong dal,
ING1343,⅓ tsp turmeric powder,
ING1344,saasuve,
ING1345,or ½ tsp garam masala powder,
ING1346,or 2 dried red chilli,
ING1347,ginger or adrak,
ING1348,टेबल स्पून प्याज,
ING1349,इंच अदरक,
ING1350,हरी मिर्च,
ING1351,गुच्छा पालक,
ING1352,कप पनीर,
ING1353,कप आलू,
ING1354,कप कॉर्न फ्लोर,
ING1355,बे लीफ,
ING1356,टी स्पून सौंफ,
ING1357,टी स्पून अदरक लहसुन का पेस्ट,
ING1358,टेबल स्पून धनिया पत्ते,
ING1359,कप टमाटर का पल्प,
ING1360,कप काजू पेस्ट,
ING1361,dry mango pwoder,
ING1362,ball sized wheat dough,
ING1363,baingan,
ING1364,puliyogare masala,
ING1365,crushed dry fruits,
ING1366,mango ),
ING1367,jeea,
ING1368,glass cola,
ING1369,kesar,
ING1370,chilli paste,
ING1371,water to grind,
ING1373,pinch of orange food colour,
ING1374,grams kokum,
ING1375,drumsticks,
ING1376,pack noodles,
ING1377,of orange food colour,
ING1378,raw papaya,
ING1379,drops food colour,
ING1380,leaves mint,
ING1381,grams ash gourd,
ING1382,raspberry,
ING1383,scoop vanilla ice-cream,
ING1384,pomegranate,
ING1385,cubes potato,
ING1386,green chillli,
ING1387,roasted split gram,
ING1388,petals onion,
ING1389,black chickpea,
ING1390,tutti-frutti,
ING1391,टेबल स्पून दूध पाउडर,
ING1392,टी स्पून दही,
ING1393,ग्राम फाइन सेवई,
ING1394,टेबल स्पून बादाम,
ING1395,टेबल स्पून काजू,
ING1396,टेबल स्पून चिरौंजी,
ING1397,टेबल स्पून पिस्ता,
ING1398,कप खजूर,
ING1399,टी स्पून केवरा पानी,
ING1400,gm butter,
ING1401,of ghee,
ING1403,gms suvarnagadde,
ING1404,lemon sized tamarind extract,
ING1405,bansi rava,
ING1406,drops of green food colour,
ING1407,th tsp cardamom powder,
ING1408,silver vark,
ING1409,baby potato,
ING1410,butter to grill,
ING1411,chikpea,
ING1412,grams curd,
ING1413,grams maida,
ING1414,grams tutti frutti,
ING1415,parle-g,
ING1417,white chocolate for decoration,
ING1419,burger bun,
ING1420,gm milk,
ING1421,"gm milk powder, full cream",
ING1422,sprinkle kashmiri red chilli powder,
ING1423,sprinkle cumin powder,
ING1424,sprinkle chaat masala,
ING1425,sprinkle salt,
ING1426,coriander to garnish,
ING1427,garam masala[,
ING1428,oil for roasting chilla,
ING1429,eno fruit salt or pinch of baking soda,
ING1430,gm milkmaid,
ING1431,gm cocoa powder,
ING1432,salt or sand,
ING1433,kokum,
ING1434,shah jeera,
ING1435,biryani masala powder,
ING1436,pack vermicelli noodles,
ING1437,spring roll sheets,
ING1438,gm buttermilk,
ING1440,balck pepper,
ING1441,kashmir red chilli powder,
ING1442,papad,
ING1443,almond,
ING1444,orange food colour,
ING1445,elbow macaroni,
ING1446,cube paneer,
ING1447,cube capsicum,
ING1448,jeerakasala rice,
ING1449,limestone,
ING1451,corn flakes,
ING1452,lobia,
ING1453,ghee for roasting,
ING1454,slice jalapeno,
ING1455,oil for greasing,
ING1456,maize flour,
ING1457,bunch mustard leaves,
ING1458,cornmeal,
ING1459,water to seal,
ING1460,kahmiri red chilli powder,
ING1461,pack rice vermicelli,
ING1462,handful curry leaves,
ING1463,bunch radish leaves,
ING1464,slice potato,
ING1465,slice cucumber,
ING1466,chill,
ING1467,orange mandarin,
ING1468,leaves pudina,
ING1470,water for kneading,
ING1471,fried peanuts,
ING1472,pomegranate powder,
ING1473,choc bits,
ING1474,सेब,
ING1475,टी स्पून केसर खाद्य रंग,
ING1476,टी स्पून दालचीनी पाउडर,
ING1477,कप इडली चावल,
ING1478,कप उड़द दाल,
ING1479,कप पोहा,
ING1480,पानी,
ING1481,कप चुकंदर,
ING1482,टेबल स्पून चुकंदर,
ING1483,टेबल स्पून मिंट,
ING1484,bunch palak,
ING1485,टेबल स्पून रवा,
ING1486,टेबल स्पून नींबू का रस,
ING1487,टेबल स्पून तेल,
ING1488,टी स्पून ईनो फ्रूट साल्ट,
ING1489,टी स्पून तिल,
ING1490,टेबल स्पून नारियल,
ING1491,bajra atta,
ING1492,raw plantain,
ING1493,टी स्पून बेसन,
ING1494,टेबल स्पून धनिया स्टेम,
ING1495,टेबल स्पून मटर,
ING1496,कप तूर दाल,
ING1497,सूखे कोकम,
ING1498,टी स्पून जीरा पाउडर,
ING1499,टी स्पून गुड़,
ING1500,टेबल स्पून मूंगफली,
ING1501,टी स्पून घी,
ING1502,टी स्पून उड़द दाल,
ING1503,टी स्पून चना दाल,
ING1504,कप गाजर,
ING1505,कप बीन्स,
ING1506,कप नारियल,
ING1507,रॉ प्लांटैन,
ING1508,टेबल स्पून चावल का आटा,
ING1509,कप मक्खन,
ING1510,कप नारियल का दूध,
ING1511,कप छाछ,
ING1512,कप व्हिपिंग क्रीम,
ING1513,कप पाउडर चीनी,
ING1514,कप डेसिकेटेड नारियल,
ING1515,कुछ चेरी,
ING1516,पैक नूडल्स,
ING1517,टेबल स्पून कॉर्न फ्लोर,
ING1518,टेबल स्पून पत्ता गोभी,
ING1519,कप टमाटर सॉस,
ING1520,टी स्पून शेज़वान सॉस,
ING1521,टी स्पून कॉर्न फ्लोर,
ING1522,ग्राम मशरूम,
ING1523,drops or ¼ tsp red food colour,
ING1524,corainder powder,
ING1525,udupi saaru pudi,
ING1526,pack maggi tastemaker,
ING1527,pack maggi,
ING1529,cardamom power,
ING1530,ball sized,
ING1531,colocasia leaves,
ING1532,yeast,
ING1533,corn flakes crumb,
ING1534,cubes onion,
ING1535,sliced capsicum,
ING1536,sliced olives,
ING1537,coriander pwoder,
ING1538,fenugreek,
ING1539,chiroti rava,
ING1540,gingelly oil,
ING1541,banana leaf,
ING1542,ragda,
ING1543,samosa,
ING1544,garam amasala,
ING1545,panner,
ING1546,peanut oil for serving,
ING1547,pickle masala for serving,
ING1548,cream for garnishing,
ING1549,mint for garnishing,
ING1550,thread saffron,
ING1551,"shallot, halves",
ING1552,sugarpinch hing,
ING1553,"grams butter, softened",
ING1554,grams wheat flour,
ING1555,slice mozzarella cheese,
ING1556,tomatoes [500 grams],
ING1558,ginger [12 grams],
ING1559,green chili [1 gram] or adjust,
ING1560,spinach [75 grams],
ING1562,rice vinegar or use regular white vinegar,
ING1563,can sweetened condensed milk [14 oz,
ING1564,generous pinch of nutmeg powder,
ING1565,poblano pepper,
ING1566,chipotle peppers in adobo sauce,
ING1567,extra adobo sauce,
ING1568,cilantro or mint,
ING1569,red chili pwoder,
ING1572,russet potato or 2 potatoes,
ING1574,carrot cubes,
ING1575,pinch of white pepper powder,
ING1576,oz uncle ben&#039;s roasted garlic rice,
ING1577,oz extra firm tofu,
ING1579,black pepper or,
ING1580,sprig green onion,
ING1581,cooked quinoa,
ING1582,pinch of cayenne pepper,
ING1585,oz frozen chikoo slices,
ING1588,asafoetida powder,
ING1589,frozen berries,
ING1590,frozen banana,
ING1594,lemon slices,
ING1595,raw green mangoes,
ING1597,stick,
ING1599,ounces all purpose flour,
ING1602,spinach blend,
ING1603,cayenne,
ING1604,garam masala powder + more to sprinkle,
ING1606,potato or 2,
ING1607,pinch of ajwain,
ING1608,very mangoes or 3 mangoes,
ING1610,glazed cherries,
ING1611,coconut cream,
ING1612,egg yolks,
ING1613,pinch of nutmeg powder,
ING1615,toasted coconut chips,
ING1616,mixed dal [equal amount of toor,
ING1618,coconut powder,
ING1620,roasted nuts,
ING1622,cheese slices [i used pepper jack cheese],
ING1624,cilantro mint chutney,
ING1625,potatoes [around 420 grams],
ING1626,carrot [around 1,
ING1627,garlic [from 3-4 garlic pods],
ING1629,black salt [kala namak],
ING1630,garam masala powder [optional],
ING1631,red onions,
ING1633,firmly packed methi,
ING1634,garam masala powder + more to sprinkle on top,
ING1635,water or as required to knead the dough,
ING1636,oil [i used avocado oil],
ING1637,shredded cauliflower [from 1,
ING1638,ajwain seeds [carom seeds],
ING1639,moong dal [120 grams],
ING1641,pinch of saffron strands,
ING1643,black peppercorn,
ING1644,tomatoes [around 550 grams],
ING1645,minced garlic and ginger,
ING1646,kashmiri mirch powder,
ING1647,cilantro + more to sprinkle later,
ING1648,drops of kewra essence,
ING1649,french baguette,
ING1650,roma tomatoes,
ING1651,garlic salt,
ING1652,pinch of pepper,
ING1656,beetroots,
ING1657,green chili [or add more ],
ING1658,peaches,
ING1659,old fashioned oats,
ING1660,cinnamon powder [i went a little heavy on cinnamon powder,
ING1661,puff pastry sheet [9x9],
ING1662,olives [i used california black ripe olives],
ING1664,oz pack of almond breeze almond milk original,
ING1666,pinch garam masala powder,
ING1667,fresh cilantro,
ING1668,rava or sooji [fine semolina],
ING1672,chana dal [split bengal gram],
ING1673,ghee [clarified butter],
ING1674,salt or,
ING1676,milk [i used 2%],
ING1679,vanilla extract [optional],
ING1681,fresh mint leaves,
ING1682,fresh strawberry puree [from around 20-25 strawberries],
ING1685,rose water [optional],
ING1686,coriander or cilantro,
ING1687,ginger piece,
ING1688,urad dal chilka,
ING1690,red chili powder [adjust ],
ING1692,pinch of red chili powder,
ING1693,sugar or,
ING1694,loose tea leaves [i used indian society tea brand],
ING1695,kale [ using food processor],
ING1696,scallion or spring onion [only the white part],
ING1698,gm white button mushrooms,
ING1699,fresh ginger-garlic paste,
ING1700,crushed kasuri methi [dried fenugreek leaves],
ING1701,cauliflower head,
ING1703,sugar [i used vegan granulated white sugar],
ING1704,whole dry red chili,
ING1706,lemon juice [optional],
ING1707,rise krispies,
ING1708,chat masala [optional],
ING1709,pizza base,
ING1710,thick yogurt or hung curd,
ING1711,shredded mozzarella cheese or,
ING1712,sandwich masala,
ING1713,big green pepper,
ING1715,cheese slices [i used amul cheese slice],
ING1716,red bell pepper or ¼ of a big pepper,
ING1717,ghee [or butter],
ING1718,whole red chilies,
ING1719,moong dal dhuli [yellow split lentil],
ING1721,sugar [optional],
ING1722,sweet tamarind chutney [i used store bought],
ING1725,drops of rose essence [optional],
ING1726,shredded coconut,
ING1727,dried figs,
ING1729,sweet corn [i used frozen],
ING1735,mint flakes,
ING1736,onion seeds [kalonji],
ING1737,coconut [use fresh for best result],
ING1738,sesame seeds [till],
ING1739,poppy seeds [khus khus],
ING1743,whole dry red chilies,
ING1751,litre whole milk,
ING1752,watermelon,
ING1754,dried mint,
ING1755,black loose tea leaves,
ING1756,crushed pineapple [ i used crushed pineapple can],
ING1757,paan leaves [betel leaves],
ING1758,milk [i used 1%],
ING1759,gulkand [rose petal preserve],
ING1760,corn kernels [i used frozen corn],
ING1761,dried basil,
ING1762,spinach leaves,
ING1763,to rtillas,
ING1764,kasturi methi,
ING1765,white potatoes [260 grams],
ING1766,x 15.5 oz can of chickpeas,
ING1767,more cilantro,
ING1768,fruit salt,
ING1769,black beans [234 grams],
ING1770,chipotle powder + more to sprinkle at the end,
ING1772,zucchinis,
ING1774,yellow or red onion,
ING1775,ground coriander,
ING1776,ground sumac,
ING1777,dried parsley,
ING1778,dried mint flakes,
ING1779,pinch of sugar,
ING1783,dragon fruit,
ING1784,liter vanilla ice cream,
ING1786,canided fennel,
ING1787,mishri,
ING1789,mint extract,
ING1790,drops green food color,
ING1791,thick coconut milk,
ING1792,raw mangoes,
ING1793,panchporan,
ING1794,tabelspoons peanut butter,
ING1795,cooked chickpeas,
ING1796,diced tomato,
ING1797,diced cucumber,
ING1798,diced celery,
ING1801,can evaporated milk,
ING1802,can condensed milk,
ING1803,fresh strawberry puree,
ING1804,strawberry extract,
ING1805,pinch hing ),
ING1806,pinch black salt,
ING1807,raspberries,
ING1812,broken vermicelli,
ING1814,juice of 1 lemon or lime,
ING1815,ripe peaches,
ING1816,hummus,
ING1817,cooked black beans,
ING1819,bell pepper,
ING1820,nutritional yeast,
ING1821,tender coconut meat,
ING1824,cardamom powder [from 6-7 green cardamom pods],
ING1825,pinch of saffron,
ING1828,green grapes,
ING1830,"crushed pistachios, sliced almonds, tutti frutti",
ING1831,urad dal dhuli ),
ING1832,rice flour or cornstarch,
ING1836,toor,
ING1839,panch phoran mix,
ING1840,squeeze of fresh lemon juice,
ING1841,oz can of hunt's fire roasted diced tomatoes,
ING1842,white beans,
ING1843,can coconut milk,
ING1844,slices galangal,
ING1847,thai chilies,
ING1848,vegan yogurt,
ING1849,sweet chili sauce,
ING1851,more desiccated coconut powder,
ING1852,black chickpeas,
ING1855,packed methi leaves,
ING1856,semolina [sooji],
ING1859,grate carrots,
ING1860,brown rice`,
ING1861,tofu,
ING1862,ground pepper,
ING1863,lb baby spinach,
ING1865,fresh lemon juice,
ING1866,lb baby potatoes,
ING1870,pinch coriander powder,
ING1871,japanese eggplant,
ING1872,generous pinch saffron,
ING1874,lb spinach,
ING1877,whole coriander seeds,
ING1879,oz can lite coconut milk,
ING1882,assorted fruits,
ING1884,whole raw cashews,
ING1885,saffron strands hot water),
ING1886,pine nuts,
ING1889,oz mushrooms,
ING1890,lemon or lime wedges,
ING1891,pepperidge farm® puff pastry sheet,
ING1892,zucchini or 1,
ING1894,shredded parmesan cheese,
ING1895,crumbled feta cheese,
ING1897,"poha , soaked for 5-10 minutes)",
ING1898,"chaat masala, kala namak , cumin powder",
ING1899,red peppers,
ING1900,firmly packed baby spinach,
ING1903,white rice,
ING1904,red enchilada sauce ),
ING1905,green enchilada sauce,
ING1906,tortilla chips,
ING1907,whole masoor dal,
ING1908,white basmati rice,
ING1909,yellow moong dal dhuli,
ING1910,quinoa`,
ING1912,stalks celery,
ING1913,sriracha or any hot sauce,
ING1914,`1 red pepper,
ING1915,butter if possible),
ING1916,more amul butter,
ING1917,piece of charcoal,
ING1920,oz can fire roasted tomatoes,
ING1921,corn kernels,
ING1924,oz wide rice noodles ),
ING1925,olive oil or ghee,
ING1929,whole bay leaf,
ING1930,plain whole yogurt,
ING1933,mint powder,
ING1935,oz can refried beans,
ING1936,grated pepper jack cheese,
ING1937,tamarind dates chutney,
ING1938,lb greek yogurt,
ING1940,sugar for a sweeter halwa),
ING1941,whole cashew nuts,
ING1944,cabbage: 1,
ING1947,chat masala or garam masala,
ING1948,panang curry paste,
ING1949,creamy peanut butter,
ING1950,water or vegetable broth ),
ING1952,head broccoli,
ING1953,cheese slices ),
ING1954,kalonji seeds,
ING1955,asafetida,
ING1958,squeeze of lemon juice,
ING1959,oz cauliflower rice,
ING1960,pinch baking powder,
ING1966,thinly sliced onion,
ING1971,nigella seeds,
ING1972,oz penne pasta,
ING1973,oz can diced tomato,
ING1977,pomegranate seed powder,
ING1979,whole peppercorns,
ING1980,ginger julienne,
ING1983,generous pinch saffron strands hot milk),
ING1984,oz can sweetened condensed milk,
ING1985,rice stick noodles,
ING1986,thai chili,
ING1987,bean sprouts,
ING1988,garlic chives,
ING1989,crushed,
ING1990,papadum,
ING1992,x puff pastry sheets,
ING1993,half lime,
ING1997,lb pizza dough,
ING1998,seedless tamarind ),
ING1999,whole black cardamom,
ING2000,whole green mung beans,
ING2001,quinoa ),
ING2002,finely grated khoya [dried milk],
ING2004,sweetener of choice,
ING2005,cinnamon or cardamom powder,
ING2007,pinch green cardamom powder,
ING2008,"flattened rice, also known as poha",
ING2009,tamarind sweet chutney,
ING2010,oz white chocolate,
ING2011,shaved white chocolate,
ING2012,pistachio,
ING2013,dried rose buds,
ING2017,thickened milk from the rasmalai,
ING2018,rasmalai essence,
ING2019,crushed parle-g biscuit crumbs,
ING2020,generous pinch of cardamom powder,
ING2021,drops kesar elaichi essence,
ING2023,"unsalted butter , melted)",
ING2024,chum chum,
ING2026,dried rose buds or petals,
ING2031,methi leaves ),
ING2032,oz stir-fry rice noodles,
ING2033,green onions ),
ING2034,kilogram red carrots,
ING2041,brown rice,
ING2042,potato gnocchi,
ING2043,white pepper,
ING2044,sriracha mayonnaise,
ING2046,buckwheat flour,
ING2047,mashed potato,
ING2048,loose tea leaves,
ING2049,cashew milk,
ING2050,"sugar, jaggery",
ING2051,idli-dosa batter,
ING2053,oz condensed milk,
ING2054,drop yellow food color,
ING2055,broken raw cashews,
ING2056,tablepoons tomato paste,
ING2057,"dried white peas , 200 grams, soaked overnight)",
ING2058,of a big lemon,
ING2059,ground pistachios,
ING2060,white chickpeas,
ING2066,kashmiri whole dried red chilies,
ING2067,paneer momos,
ING2069,sea salt,
ING2071,oil`,
ING2073,noodles ),
ING2077,"cauliflower , cut into size florets)",
ING2079,the spice hunter coriander powder,
ING2080,the spice hunter cumin powder,
ING2081,the spice hunter smoked paprika,
ING2082,the spice hunter turmeric,
ING2085,lime or lemon juice,
ING2090,makhana,
ING2091,coconut slices,
ING2094,more desiccated coconut,
ING2095,"moong dal dhuli , 205 grams)",
ING2097,sweet syrup from the gulab jamun,
ING2099,feenel seeds,
ING2102,badam halwa,
ING2104,pistachios kernels,
ING2105,puff pastry sheet,
ING2106,potato ),
ING2107,of green pepper,
ING2108,pinch red chili powder,
ING2109,naan ),
ING2110,puff pastry sheet ),
ING2111,tablsepoon milk,
ING2115,thin sev,
ING2117,ground coffee,
ING2122,head cauliflower ),
ING2123,mirin,
ING2125,kasmiri red chili powder,
ING2127,grated beets,
ING2130,"teasppon salt , )",
ING2131,all purpose flour flour if needed),
ING2132,"cashew milk, unsweetened",
ING2133,cashew milk yogurt,
ING2134,green jackfruit,
ING2136,roasted cashews,
ING2137,grated onion,
ING2139,whisked yogurt,
ING2140,pinch kashmiri red chili powder,
ING2142,broccoli head,
ING2143,fresh ginger,
ING2144,lemons,
ING2146,oz arugula,
ING2148,parle-g bicsuits,
ING2149,"pistachios, saffron strands",
ING2151,mint leaves ),
ING2152,cilantro ),
ING2156,chestnuts,
ING2157,head butter lettuce,
ING2162,th of a 14 oz. can condensed milk,
ING2163,daliya,
ING2164,lemon wedge,
ING2165,cherry tomatoes,
ING2166,pesto,
ING2171,fresh figs,
ING2172,"mixed greens like spinach, bathua",
ING2173,white radish,
ING2177,toasted and crushed almonds,
ING2178,edible gold leaves,
ING2183,heavy cream ),
ING2184,"candied fennel, tutti frutti",
ING2187,oz feta cheese,
ING2190,thick yogurt,
ING2192,lb brussel sprouts,
ING2193,lb squash,
ING2194,whole green chilies,
ING2195,diced butternut squash,
ING2196,split red lentils,
ING2197,of 13.5 oz can coconut milk,
ING2198,dried cranberries,
ING2200,butternut squash,
ING2201,crushed tomatoes,
ING2202,oz cranberries,
ING2203,orange juice,
ING2205,orange zest,
ING2206,poblano peppers,
ING2207,ancho chili pepper,
ING2208,edible gum,
ING2209,lb butternut squash,
ING2211,oz goat cheese,
ING2212,oz elbow macaroni,
ING2213,cut french beans,
ING2214,diced carrots,
ING2215,jalapeno pepper,
ING2218,thandai,
ING2219,teapoon hot sauce,
ING2220,pinch white pepper powder,
ING2223,drops paan essence,
ING2224,eno ),
ING2226,grated onions,
ING2227,chole masala or store-bought),
ING2230,soda water ),
ING2231,hot honey and sea salt flakes,
ING2233,flour tortillas,
ING2235,heavy cream [or milk or half n half],
ING2236,pineapple slices,
ING2237,maraschino cherries,
ING2238,oil [i used canola oil],
ING2239,litre + 3 tbsp whole milk,
ING2242,fennel seed,
ING2244,oz jar biscoff cookie butter,
ING2246,instant coffee powder,
ING2248,silvered almonds,
ING2249,dried rose petal,
ING2252,superfine caster sugar,
ING2254,zest of 1 lemon,
ING2255,all purpose flour`,
ING2257,non-dairy milk,
ING2258,molasses,
ING2259,maraschino cheeries,
ING2261,pineapple essence,
ING2263,dried apricots,
ING2264,dried fruit,
ING2265,apple juice,
ING2266,graham cracker crumbs,
ING2268,thandai paste,
ING2269,drops rose essence,
ING2271,jam,
ING2272,stick butter,
ING2275,"butter , at room temperature. you can use either unsalted or salted butter. i used unsalted.)",
ING2276,"almonds, pistachios and dried rose petals",
ING2277,unsalted vegan butter ),
ING2279,"unsalted butter , at room temperature )",
ING2280,crushed almonds,
ING2281,"salted butter , at room temperature )",
ING2282,loose black tea leaves,
ING2283,sticks unsalted butter,
ING2286,nutmeg powder and more to sprinkle,
ING2289,all purpose flour or maida,
ING2290,besan or chickpea flour,
ING2291,sooji or semolina,
ING2293,confectioners sugar or powdered sugar,
ING2294,salted butter [1 stick],
ING2296,cardamom powder [optional],
ING2297,some almonds,
ING2298,whole wheat flour [atta],
ING2302,milk or heavy cream,
ING2303,kewra essence or rose essence,
ING2304,instant rabdi,
ING2306,edible golden leaves,
ING2309,very apple [from 1 apple],
ING2311,powdered sugar`,
ING2315,white whole wheat flour,
ING2316,shredded carrot,
ING2317,turbinado sugar,
ING2319,chili garlic sauce,
ING2320,water or broth,
ING2321,sona masoori rice,
ING2322,urad dal gota ),
ING2324,marinara sauce ),
ING2325,ounces baby spinach,
ING2326,no-boil lasagna noodles,
ING2327,basil and cilantro,
ING2329,pinch sugar,
ING2330,karela,
ING2333,pinch saffron,
ING2334,"stick salted butter , at room temperature)",
ING2335,sheet puff pastry,
ING2338,oz noodles,
ING2340,stalks lemongrass ),
ING2341,x 13.5 oz can coconut milk,
ING2343,pinch black pepper,
ING2345,makki atta,
ING2346,kesar pista shrikhand,
ING2347,cookies,
ING2348,"nuts, edible silver leaves",
ING2349,whole green cardamom pods,
ING2352,sourdough bread slices ),
ING2354,teaspooon garam masala,
ING2356,"nuts like almonds, cashews",
ING2357,head of a cauliflower,
ING2358,of a green pepper,
ING2363,dark chocolate melting wafers,
ING2364,"crushed pistachios, dried rose petals, edible silver leaves, coconut powder",
ING2365,phyllo dough sheets,
ING2366,melted butter or ghee,
ING2368,grated burfi and boondi,
ING2370,frozen corn,
ING2374,mascarpone cheese,
ING2375,gulab jamun,
ING2376,strong coffee,
ING2377,rum extract,
ING2378,"pistachios, dried rose petals , edible gold leaves",
ING2379,cornflakes,
ING2382,phyllo shells ),
ING2383,chole,
ING2384,oz salsa,
ING2385,oz ricotta cheese,
ING2387,"candied fennel, dried rose petals, crushed pistachios, edible gold leaves",
ING2389,dinner rolls,
ING2392,canada dry zero,
ING2393,sliced white mushroom,
ING2394,"oz tofu, cubed",
ING2395,of 14 oz can coconut milk,
ING2396,granny smith apple,
ING2397,honeycrisp apple,
ING2398,non alcoholic apple cider,
ING2400,"candied fennel, coconut",
ING2401,x15 oz can black beans,
ING2402,salsa,
ING2403,ancho chile pepper powder,
ING2405,corn tortillas,
ING2406,jalapenos,
ING2413,red chili sauce,
ING2416,head green cabbage,
ING2422,ginger snaps,
ING2423,white chocolate,
ING2424,grated lauki,
ING2425,mashed paneer,
ING2426,black raisins,
ING2427,pearl onions,
ING2429,masoor dal dhuli,
ING2431,chocolate chunks,
ING2437,"cumin powder, black salt",
ING2438,"chaat masala, red chili powder",
ING2442,rose petals,
ING2444,pineapple chunks,
ING2445,of a bell pepper,
ING2446,can of 14 oz diced tomatoes,
ING2449,sliced banana,
ING2450,cereal of choice,
ING2451,coconut flakes,
ING2452,vanilla custard powder [i use the one we get at indian stores,
ING2454,ripe mangoes,
ING2461,oz mascarpone cheese,
ING2463,rusks,
ING2464,fresh mango cubes,
ING2470,chives,
ING2471,salted peanuts,
ING2472,kataifi pastry,
ING2473,pistachio paste,
ING2475,oz dark chocolate melting wafers,
ING2476,mango essence,
ING2477,fresh cut mangoes and mango puree,
ING2478,"fresh fruits, maple syrup, butter to serve",
ING2479,sushi rice,
ING2481,green pepper or capsicum,
ING2482,scallion,
ING2485,spring onion greens,
ING2486,hazelnut spread,
ING2489,red cherries,
ING2491,chocolate wafers,
ING2493,stalks of green onion,
ING2494,berbere spice,
ING2496,cilantro or parsley,
ING2499,pound whole milk greek yogurt,
ING2500,"mango puree , preferably use indian mangoes like kesar, alphonso )",
ING2502,lb okra,
ING2504,"cabbage, carrot, cilantro",
ING2505,oz rigatoni pasta,
ING2506,russet potatoes,
ING2507,cooked sushi rice,
ING2508,nori sheets,
ING2510,"strawberries, maple syrup, butter",
ING2514,to 3 potatoes,
ING2515,` green chili,
ING2517,oz can young jackfruit,
ING2519,glutinous rice,
ING2521,ground flaxseed,
ING2523,hot coffee,
ING2524,hazelnuts,
ING2525,nutella,
ING2528,phyllo shells,
ING2530,avocados,
ING2531,dry garlic chutney,
ING2533,x 1 inch ginger,
ING2536,pitted dates,
ING2539,pinch,
ING2544,melting chocolate wafers,
ING2545,crushed pistachios and dried rose petals,
ING2546,sourdough bread slices,
ING2547,freshly grated coconut,
ING2549,ladi pav,
ING2552,red lentil,
ING2554,tamarind piece,
ING2558,oz whole wheat penne pasta,
ING2560,yellow onions,
ING2562,masoor dal sabut,
ING2563,feta cheese,
ING2564,"corn strips, croutons",
ING2565,za&#39;atar,
ING2566,lemon juice of,
ING2569,french loaf,
ING2574,turbinado,
ING2576,pinch citric aid,
ING2577,slivered pistachios and edible silver leaves,
ING2579,oil or butter,
ING2582,chai tea bags [ i used tazo organic black chai tea bags ],
ING2583,whipped topping,
ING2585,orange pepper,
ING2586,head of broccoli,
ING2587,coconut sugar,
ING2589,basil or cilantro,
ING2590,pints cherry or grape tomatoes,
ING2591,extra virgin olive oil,
ING2592,oz block feta cheese,
ING2593,oz pasta,
ING2594,sichuan peppercorns,
ING2595,oz shiitake mushrooms,
ING2597,celery ribs,
ING2598,parsnips,
ING2599,dried rosemary,
ING2600,italian parsley,
ING2602,lb diced butter nut squash,
ING2605,black freshly,
ING2606,oz hummus,
ING2608,sumac,
ING2611,kataifi dough,
ING2612,oz dark chocolate,
ING2613,ground pistachio powder,
ING2614,jamun pulp,
ING2615,honey or sugar,
ING2619,sprouted moong,
ING2621,rooh afza syrup,
ING2623,full fat milk powder,
ING2630,sprigs curry leaves,
ING2632,vanilla paste,
ING2633,sprinkles,
ING2637,or 3 no. green cardamoms,
ING2640,or 10 oz paneer,
ING2642,cumin-coriander powder,
ING2645,piece ginger,
ING2648,tondli,
ING2649,"rock flower , optional)",
ING2650,strand mace,
ING2651,mixed vegetables,
ING2657,or about 300 grams raw mango,
ING2663,green chili peppers ),
ING2664,strands saffron ),
ING2669,heavy whipping cream ),
ING2670,piece green chili ),
ING2679,oz chocolate chips,
ING2681,mango juice,
ING2682,a pinch dry ginger powder,
ING2683,roof afza syrup or rose syrup,
ING2684,a pinch green cardamom seeds powder,
ING2687,ice cream,
ING2688,graham cracker crumbs or crushed digestive biscuits,
ING2689,"plain yogurt make sure it is thick, not watery)",
ING2690,cashew nuts ),
ING2707,raw,
ING2708,fresh tuvar dana,
ING2711,ghee clarified butter,
ING2713,slices bread ),
ING2726,no. idli,
ING2729,leftover dal,
ING2730,a pinch red chilli flakes,
ING2732,or 1 1,
ING2733,vatana,
ING2734,pani puri masala powder,
ING2736,water to soak tamarind),
ING2741,ginger and green chili paste or crushed into mortar,
ING2743,phool makhana,
ING2744,dried coconut slices,
ING2746,water as needed),
ING2750,plain yogurt whisked),
ING2751,pineapple puree,
ING2753,lagre green chili,
ING2754,sprig or 8-10 curry leaves,
ING2758,or 1,
ING2775,valor,
ING2782,cheese ),
ING2784,beetroot leaves and stems,
ING2785,beetroot leaves and stems –,
ING2788,long grain rice or basmati rice,
ING2789,little more than 1,
ING2790,ground almonds,
ING2793,corn cobs,
